"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"Feb 03, 2020,""13,715.00"",""13,700.00"",""13,820.00"",""13,500.00"",""22.09K"",""-3.31%"""
"Jan 23, 2020,""14,185.00"",""14,150.00"",""14,225.00"",""14,150.00"",""9.86K"",""0.00%"""
"Jan 22, 2020,""14,185.00"",""14,190.00"",""14,700.00"",""14,145.00"",""16.55K"",""-0.18%"""
"Jan 21, 2020,""14,210.00"",""14,290.00"",""14,330.00"",""14,175.00"",""15.94K"",""-0.91%"""
"Jan 20, 2020,""14,340.00"",""14,440.00"",""14,450.00"",""14,250.00"",""17.14K"",""-0.45%"""
"Jan 17, 2020,""14,405.00"",""14,430.00"",""14,490.00"",""14,350.00"",""28.81K"",""1.37%"""
"Jan 16, 2020,""14,210.00"",""14,055.00"",""14,440.00"",""14,045.00"",""44.71K"",""-2.87%"""
"Jan 15, 2020,""14,630.00"",""14,455.00"",""15,190.00"",""14,455.00"",""6.04K"",""1.11%"""
"Jan 14, 2020,""14,470.00"",""14,545.00"",""14,545.00"",""14,430.00"",""6.90K"",""-0.03%"""
"Jan 13, 2020,""14,475.00"",""14,500.00"",""14,595.00"",""14,410.00"",""7.05K"",""-0.24%"""
"Jan 10, 2020,""14,510.00"",""14,470.00"",""14,550.00"",""14,440.00"",""9.73K"",""0.73%"""
"Jan 09, 2020,""14,405.00"",""14,370.00"",""14,460.00"",""14,370.00"",""4.96K"",""0.42%"""
"Jan 08, 2020,""14,345.00"",""14,260.00"",""14,405.00"",""14,260.00"",""5.57K"",""-0.03%"""
"Jan 07, 2020,""14,350.00"",""14,410.00"",""14,420.00"",""14,300.00"",""10.60K"",""-0.38%"""
"Jan 06, 2020,""14,405.00"",""14,425.00"",""14,460.00"",""14,390.00"",""6.03K"",""0.07%"""
"Jan 03, 2020,""14,395.00"",""14,390.00"",""14,425.00"",""14,375.00"",""8.80K"",""-0.03%"""
"Jan 02, 2020,""14,400.00"",""14,355.00"",""14,425.00"",""14,355.00"",""5.39K"",""0.38%"""
